# BROWSER FORENSIC EXPORT
# Source DB,C:\Users\cryfo\OneDrive\Documents\Desktop\Browser\Network Action Predictor
# DB Description,Omnibox Predictions
# Table,network_action_predictor
# Table Description,network_action_predictor
# Total Rows in DB,246
# Export Timestamp,2026-04-02 09:56:07 UTC
# MD5 Hash of Source DB,ee814f1faae1df7d51f663aaad1eb2c2

id,user_text,url,number_of_hits,number_of_misses,url__DOMAIN,url__CATEGORY
e6bc5fe5-3707-46ce-b840-f08e9f2a04b7,ms,https://markdownlivepreview.com/,0,3,markdownlivepreview.com,HTTPS
9dd7cbb7-08c9-4a0e-b6cf-073ed6b69088,lin,https://www.linkedin.com/,0,1,www.linkedin.com,HTTPS
56f66729-06a7-4775-b399-4a5a6a775082,linu,https://www.linkedin.com/,0,1,www.linkedin.com,HTTPS
5297c2ab-36ac-42a4-b832-09b7aef082e7,linu,https://www.postman.com/downloads/postman-agent/,0,1,www.postman.com,HTTPS
ad276f0a-2ed7-4548-b4bd-c01b4d71beac,linux,https://www.postman.com/downloads/postman-agent/,0,1,www.postman.com,HTTPS
814c4cb7-bfbc-4418-baeb-729d739dcf47,b,https://github.com/ethic-bakeery?tab=repositories,1,4,github.com,HTTPS
d71c23ab-cc88-4846-9fde-07ef35c82fb3,ba,https://github.com/ethic-bakeery?tab=repositories,1,5,github.com,HTTPS
3959fc4a-ae1b-47dc-a933-dc05ceb6adaf,bak,https://github.com/ethic-bakeery?tab=repositories,1,1,github.com,HTTPS
612149a3-84fc-431d-8df8-8bca3b206d66,bake,https://github.com/ethic-bakeery?tab=repositories,1,0,github.com,HTTPS
89da27c0-67a1-4831-b280-3eb6c64ed727,bakee,https://github.com/ethic-bakeery?tab=repositories,1,0,github.com,HTTPS
fa5a79f6-c4ed-4cf8-a401-61a63ef61022,o,https://od.globaluni.ru/lk/statement,1,0,od.globaluni.ru,HTTPS
18bacb57-0744-4c53-8d59-ef6813c74718,srm,https://iach.srmist.edu.in/Connect/PortalMain,0,2,iach.srmist.edu.in,HTTPS
d7309933-8ac5-467a-839a-acab2b0e1a90,s,http://192.168.186.128/static/web-ui/servers,0,1,192.168.186.128,HTTP
ccf41e38-2296-4078-b937-decf7c11fbf4,https://glodep.eu/,https://glodep.eu/,1,0,glodep.eu,HTTPS
602783f6-b71a-4977-b04d-5e5794dac361,https://www.europubhealth.org/admission-requirements/,https://www.europubhealth.org/admission-requirements/,1,0,www.europubhealth.org,HTTPS
310ffce6-2dc4-45d7-9d8a-9c1ab3ceb5cd,https://www.mundusmapp.org/,https://www.mundusmapp.org/,1,0,www.mundusmapp.org,HTTPS
b8e7426b-d147-4677-8dd9-31c05b3538ad,https://www.mundusmapp.org,https://www.mundusmapp.org/,1,0,www.mundusmapp.org,HTTPS
3a52e308-4100-4b90-a237-beac5a1823e2,me,https://markdownlivepreview.com/,0,1,markdownlivepreview.com,HTTPS
e6df9db3-9e48-4bc9-80f3-c3c1a098ed76,w,https://www.notion.so/,0,2,www.notion.so,HTTPS
74f25769-c1bc-45a0-ad4b-841823086831,vo,https://vercel.com/,0,1,vercel.com,HTTPS
edb23224-2043-43ab-99a2-47900bebfa3c,vo,https://www.virustotal.com/,0,1,www.virustotal.com,HTTPS
4bfe35a5-ce30-4986-bb3d-d50591484129,vo,https://v0.app/,0,1,v0.app,HTTPS
46d7d034-5435-450c-811b-0ad58a2ce1e8,bl,https://bluecapesecurity.com/courses/c2-attack-and-defend/,1,0,bluecapesecurity.com,HTTPS
5c582207-18e1-4398-bf61-139c8b7adfdb,blu,https://bluecapesecurity.com/courses/c2-attack-and-defend/,1,0,bluecapesecurity.com,HTTPS
d7de43d7-0c86-43a3-8cda-6b383a8e4d17,hu,https://chat.deepseek.com/,0,1,chat.deepseek.com,HTTPS
983722e9-2e9f-4ebf-bb27-42010e23f308,hu,https://chatgpt.com/,0,1,chatgpt.com,HTTPS
d805a258-f0c7-4bcd-9c7a-ad6b90a65600,hu,https://www.notion.so/,0,1,www.notion.so,HTTPS
59b02444-bd76-41fc-a79f-c9314961f2ac,em,https://www.europubhealth.org/admission-requirements/,0,1,www.europubhealth.org,HTTPS
5b1939c9-d513-4110-8752-299bcbee48a4,sr,https://iach.srmist.edu.in/Connect/PortalMain,0,1,iach.srmist.edu.in,HTTPS
9e577251-29a6-4a65-a84a-ec505bb873de,bak,https://bakeery-portfolio.vercel.app/,1,0,bakeery-portfolio.vercel.app,HTTPS
d189d8f8-81a6-48f9-add5-b6e83a7d875c,l,https://od.globaluni.ru/lk/statement,0,1,od.globaluni.ru,HTTPS
dee6ea5f-1da4-493a-97de-d52de5cabca4,li,https://markdownlivepreview.com/,0,1,markdownlivepreview.com,HTTPS
c8463716-b512-4687-b60f-87dc51088a91,n,https://www.google.com/search?q=n&sourceid=chrome&ie=UTF-8,0,1,www.google.com,HTTPS
87b635bf-3ff6-4d62-aaf2-d6c2a884a110,n,https://www.google.com/search?q=nsm+architecture&sourceid=chrome&ie=UTF-8,0,1,www.google.com,HTTPS
5369f656-ec53-4a49-89bb-29e2780f939a,n,https://www.google.com/search?q=nsm+architecture+wipro&sourceid=chrome&ie=UTF-8,0,1,www.google.com,HTTPS
43fafaa7-7e00-44e8-8ef2-902dde215c4c,n,https://www.google.com/search?q=nrf+5g&sourceid=chrome&ie=UTF-8,0,1,www.google.com,HTTPS
5b05054a-c3d4-4104-96fe-dddddd08d52e,n,https://github.com/hegdepavankumar/Cisco-Images-for-GNS3-and-EVE-NG?tab=readme-ov-file,0,1,github.com,HTTPS
6ef37e8f-414b-4b20-998f-fcc08046e4e7,n,https://github.com/hegdepavankumar/Cisco-Images-for-GNS3-and-EVE-NG,0,1,github.com,HTTPS
f9a99f17-2523-4aa4-887c-941a86aac216,no,https://www.google.com/search?q=no&sourceid=chrome&ie=UTF-8,0,1,www.google.com,HTTPS
c909faff-c88c-49b1-b46b-0e0b0586bcfd,no,https://www.google.com/search?q=North+korea+apt+flag+logo&sourceid=chrome&ie=UTF-8,0,1,www.google.com,HTTPS
8d4c9a22-52ac-4b65-b900-46497147d9a6,no,https://www.google.com/search?q=north+korean+hacking+objectives&sourceid=chrome&ie=UTF-8,0,1,www.google.com,HTTPS
e227580a-f58c-4a37-9762-17a9f973bb09,no,https://www.notion.so/Getting-Started-1f6b3528ce6b803fbe83dacb07a72586,0,1,www.notion.so,HTTPS
bed40508-7298-413b-b189-e85ea62376ad,no,https://www.notion.so/Forensic-process-268b3528ce6b80e68d24faa24aacb506,0,1,www.notion.so,HTTPS
e8ed21ae-a42b-478d-991a-e19aa94a50f2,no,https://www.nccgroup.com/research-blog/in-depth-technical-analysis-of-the-bybit-hack/,0,1,www.nccgroup.com,HTTPS
533b8130-3df2-4d8f-b3ff-9417e3b335f2,c,https://chef.convex.dev/,0,1,chef.convex.dev,HTTPS
246a6e88-6217-409f-be1d-198675eb3c43,c,https://www.google.com/search?q=c&sourceid=chrome&ie=UTF-8,0,1,www.google.com,HTTPS
849b5141-9444-48f9-958e-57962098e587,c,https://bluecapesecurity.com/courses/c2-attack-and-defend/,0,1,bluecapesecurity.com,HTTPS
d3bd2b25-5e9a-410c-867d-6e0ceda42268,c,https://cybermacs.eu/selection-process/,0,1,cybermacs.eu,HTTPS
360ef62c-5304-462c-93d2-638436133872,c,chrome://chrome-urls/,0,1,chrome-urls,Browser Internal
f5690834-37d5-46c0-8316-9ea079992f8b,c,chrome://flags/,0,1,flags,Browser Internal
a60fe6c0-6941-4249-99e8-aacb160d34d6,ch,https://chef.convex.dev/,0,1,chef.convex.dev,HTTPS
99e3fe83-99a0-46be-b633-59de71916899,ch,https://www.google.com/search?q=ch&sourceid=chrome&ie=UTF-8,0,1,www.google.com,HTTPS
f80b76c0-0ff6-4dba-b68d-86cafb808b40,ch,https://chat.deepseek.com/sign_in,0,1,chat.deepseek.com,HTTPS
cafb78b5-e7b5-4806-bd0b-275edbc309a7,ch,https://chat.deepseek.com/a/chat/s/9c920977-1455-41ee-9382-9233c867cac7,0,1,chat.deepseek.com,HTTPS
09b73854-b300-4320-a4de-061b7b29f4c7,ch,chrome://chrome-urls/,0,1,chrome-urls,Browser Internal
4d370c50-9b2c-4b00-8ed1-9b4578b290c5,ch,chrome://flags/,0,1,flags,Browser Internal
